course_code_section,faculty_name,schedule,room,available_seats
MIC414L.4,SRS1,A 02:40 PM - 05:40 PM,SAC413_V,20
MIC415.1,KSP,MW 04:20 PM - 05:50 PM,SAC403,40
MIC415.3,KSP,MW 02:40 PM - 04:10 PM,SAC304,40
MIC415L.1,KSP,R 11:20 AM - 02:20 PM,SAC413,20
MIC415L.2,MBRH,R 02:40 PM - 05:40 PM,SAC413,20
MIC498.1,TBA,TBA,TBA,45
MIC498.2,TBA,TBA,TBA,45
MIC498.3,TBA,TBA,TBA,45
MIC498.4,TBA,TBA,TBA,45
MIC498.5,TBA,TBA,TBA,45
MIS107.1,NwA,ST 08:00 AM - 09:30 AM,NAC512,44
MIS107.2,KMS2,ST 09:40 AM - 11:10 AM,NAC512,44
MIS107.3,AIK,ST 11:20 AM - 12:50 PM,NAC512,44
MIS107.4,NwA,ST 11:20 AM - 12:50 PM,NAC603,40
MIS107.5,Ayn,ST 01:00 PM - 02:30 PM,NAC512,44
MIS107.6,KMS2,ST 01:00 PM - 02:30 PM,NAC513,44
MIS107.7,AIK,ST 02:40 PM - 04:10 PM,NAC512,44
MIS107.8,YAR,ST 02:40 PM - 04:10 PM,NAC513,44
MIS107.9,Ayn,ST 04:20 PM - 05:50 PM,NAC512,44
MIS107.10,NwA,MW 08:00 AM - 09:30 AM,NAC512,44
MIS107.11,RAR,MW 08:00 AM - 09:30 AM,NAC513,44
MIS107.12,NwA,MW 11:20 AM - 12:50 PM,NAC512,44
MIS107.13,MBT,MW 04:20 PM - 05:50 PM,NAC204,40
MIS107.14,RAR,MW 06:00 PM - 07:30 PM,NAC306,40
MIS107.15,ASA1,MW 06:00 PM - 07:30 PM,NAC308,40
MIS107.16,MMS3,RA 08:00 AM - 09:30 AM,NAC512,44
MIS107.17,RSH3,RA 08:00 AM - 09:30 AM,NAC513,44
MIS107.18,Mki,RA 09:40 AM - 11:10 AM,NAC512,44
MIS107.19,MMS3,RA 09:40 AM - 11:10 AM,NAC513,44
MIS107.20,Mki,RA 11:20 AM - 12:50 PM,NAC513,44
MIS107.21,RSh3,RA 01:00 PM - 02:30 PM,NAC204,40
MIS107.22,MMS3,RA 01:00 PM - 02:30 PM,NAC513,44
MIS107.23,Mki,RA 02:40 PM - 04:10 PM,NAC404,40
MIS107.24,MMb,RA 02:40 PM - 04:10 PM,NAC504,40
MIS107.25,STrn,RA 04:20 PM - 05:50 PM,NAC308,40
MIS107.26,Rzz,RA 04:20 PM - 05:50 PM,NAC504,40
MIS107.27,Rzz,RA 02:40 PM - 04:10 PM,NAC210,40
MIS107.28,ANU,RA 04:20 PM - 05:50 PM,NAC210,40
MIS107.29,ASA1,MW 08:00 AM - 09:30 AM,NAC210,40
MIS107.30,MHZ,ST 08:00 AM - 09:30 AM,NAC604,40
MIS107.31,ASA1,MW 04:20 PM - 05:50 PM,NAC307,40
MIS107.32,Rzz,RA 08:00 AM - 09:30 AM,NAC507,40
MIS107.33,ANU,MW 04:20 PM - 05:50 PM,NAC507,40
MIS107.34,AbKr,RA 09:40 AM - 11:10 AM,NAC210,40
MIS107.35,AbKr,RA 01:00 PM - 02:30 PM,NAC210,40
MIS107.36,RSh3,RA 11:20 AM - 12:50 PM,NAC210,40
MIS207.1,RAR,ST 04:20 PM - 05:50 PM,NAC205,40
MIS207.2,YAR,ST 04:20 PM - 05:50 PM,NAC513,44
MIS207.3,AIK,MW 11:20 AM - 12:50 PM,NAC513,44
MIS207.4,Ayn,MW 01:00 PM - 02:30 PM,NAC512,44
MIS207.5,AIK,MW 02:40 PM - 04:10 PM,NAC513,44
MIS207.6,Ayn,MW 04:20 PM - 05:50 PM,NAC512,44
MIS207.7,AbKr,RA 08:00 AM - 09:30 AM,NAC308,40
MIS207.8,MMb,RA 09:40 AM - 11:10 AM,NAC504,40
MIS207.9,MMb,RA 11:20 AM - 12:50 PM,NAC504,40
MIS207.10,YAR,RA 11:20 AM - 12:50 PM,NAC512,44
MIS207.11,YAR,RA 01:00 PM - 02:30 PM,NAC512,44
MIS207.12,TBA,RA 04:20 PM - 05:50 PM,NAC501,40
MIS207.13,TBA,RA 06:00 PM - 07:30 PM,NAC308,40
MIS210.1,RAR,ST 08:00 AM - 09:30 AM,NAC513,44
MIS310.1,KMS2,MW 09:40 AM - 11:10 AM,NAC513,44
MIS320.1,TBA,ST 08:00 AM - 09:30 AM,NAC307,40
MIS410.1,ARK1,MW 09:40 AM - 11:10 AM,NAC512,44
MIS450.1,NwA,MW 11:20 AM - 12:50 PM,NAC205,40
MIS470.1,KMS2,MW 01:00 PM - 02:30 PM,NAC513,44
MIS499.1,RAR,MW 04:20 PM - 05:50 PM,NAC513,44
MIS651.1,MARn,T 07:00 PM - 10:10 PM,NAC514,40
MIS652.1,MRq,R 07:00 PM - 10:10 PM,NAC515,40
MIS654.1,MdMI,F 07:00 PM - 10:10 PM,NAC621,40
MKT202.1,FHZ,ST 09:40 AM - 11:10 AM,NAC209,40
MKT202.2,SSA1,ST 11:20 AM - 12:50 PM,NAC414,40
MKT202.3,FCH,ST 01:00 PM - 02:30 PM,NAC506,40
MKT202.4,FHZ,ST 01:00 PM - 02:30 PM,NAC414,40
MKT202.5,MeSK,ST 02:40 PM - 04:10 PM,NAC209,40
MKT202.6,FCH,ST 04:20 PM - 05:50 PM,NAC506,40
MKT202.7,SeH,ST 04:20 PM - 05:50 PM,NAC511,40
MKT202.8,IJS,MW 08:00 AM - 09:30 AM,NAC506,40
MKT202.9,Sne,MW 09:40 AM - 11:10 AM,NAC619A,40
MKT202.10,TFZ,MW 09:40 AM - 11:10 AM,NAC503,40
MKT202.11,SSA1,MW 01:00 PM - 02:30 PM,NAC209,40
MKT202.12,Fss,MW 02:40 PM - 04:10 PM,NAC414,40
MKT202.13,Mbt,MW 02:40 PM - 04:10 PM,NAC1077,40
MKT202.14,FCH,MW 04:20 PM - 05:50 PM,NAC511,40
MKT202.15,AFMO,RA 09:40 AM - 11:10 AM,NAC511,40
MKT202.16,SNE,RA 09:40 AM - 11:10 AM,NAC618,40
MKT202.17,FHZ,RA 09:40 AM - 11:10 AM,NAC414,40
MKT202.18,AFMO,RA 11:20 AM - 12:50 PM,NAC506,40
MKT202.19,Fss,RA 11:20 AM - 12:50 PM,NAC503,40
MKT202.20,MeSK,RA 01:00 PM - 02:30 PM,NAC506,40
MKT202.21,MeSK,RA 02:40 PM - 04:10 PM,NAC503,40
MKT202.22,MeSK,RA 04:20 PM - 05:50 PM,NAC503,40
MKT330.1,EhN,ST 08:00 AM - 09:30 AM,NAC414,40
MKT330.2,EhN,ST 09:40 AM - 11:10 AM,NAC619A,40
MKT330.3,NYM,ST 02:40 PM - 04:10 PM,NAC619A,40
MKT330.4,Fna1,MW 11:20 AM - 12:50 PM,NAC619A,40
MKT330.5,EhN,MW 11:20 AM - 12:50 PM,NAC414,40
MKT330.6,NYM,RA 09:40 AM - 11:10 AM,NAC619,40
MKT330.7,NYM,RA 11:20 AM - 12:50 PM,NAC209,40
MKT330.8,FNa1,RA 01:00 PM - 02:30 PM,NAC511,40
MKT337.1,Onf,ST 11:20 AM - 12:50 PM,NAC506,40
MKT337.2,NYM,ST 04:20 PM - 05:50 PM,NAC215,40
MKT337.3,Sne,MW 11:20 AM - 12:50 PM,NAC209,40
MKT337.4,Fss,MW 01:00 PM - 02:30 PM,NAC414,40
MKT337.5,Onf,MW 01:00 PM - 02:30 PM,NAC619,40
MKT337.6,FNa1,MW 02:40 PM - 04:10 PM,NAC511,40
MKT337.7,Fss,RA 09:40 AM - 11:10 AM,NAC209,40
MKT337.8,FNa1,RA 11:20 AM - 12:50 PM,NAC511,40
MKT337.9,Sne,RA 11:20 AM - 12:50 PM,NAC414,40
MKT344.1,IJS,ST 08:00 AM - 09:30 AM,NAC503,40
MKT344.2,RfE,ST 08:00 AM - 09:30 AM,NAC506,40
MKT344.3,IJS,ST 11:20 AM - 12:50 PM,NAC511,40
MKT344.4,MHHS,ST 01:00 PM - 02:30 PM,NAC621,40
MKT344.5,Onf,ST 02:40 PM - 04:10 PM,NAC503,40
MKT344.6,MHHS,ST 04:20 PM - 05:50 PM,NAC621,40
MKT344.7,RfE,MW 08:00 AM - 09:30 AM,NAC511,40
MKT344.8,Onf,MW 09:40 AM - 11:10 AM,NAC506,40
MKT344.9,FCH,MW 01:00 PM - 02:30 PM,NAC511,40
MKT355.1,ZbR,ST 01:00 PM - 02:30 PM,NAC511,40
MKT382.1,FdF,ST 09:40 AM - 11:10 AM,NAC414,40
MKT382.2,SaRn,ST 02:40 PM - 04:10 PM,NAC506,40
MKT382.3,FdF,MW 08:00 AM - 09:30 AM,NAC414,40
MKT382.4,MeI,MW 04:20 PM - 05:50 PM,NAC506,40
MKT382.5,SaRn,RA 11:20 AM - 12:50 PM,NAC619A,40
MKT412.1,ZTK,ST 11:20 AM - 12:50 PM,NAC619A,40
MKT412.2,IJS,MW 11:20 AM - 12:50 PM,NAC511,40
MKT412.3,ZTK,MW 04:20 PM - 05:50 PM,NAC503,40
MKT417.1,FdF,MW 09:40 AM - 11:10 AM,NAC414,40
MKT460.1,FdF,ST 08:00 AM - 09:30 AM,NAC511,40
MKT460.2,RfE,ST 09:40 AM - 11:10 AM,NAC506,40
MKT460.3,SeH,ST 01:00 PM - 02:30 PM,NAC619A,40
MKT460.4,Mbt,ST 01:00 PM - 02:30 PM,NAC209,40
MKT460.5,Mbt,ST 04:20 PM - 05:50 PM,NAC503,40
MKT460.6,RfE,MW 09:40 AM - 11:10 AM,NAC511,40
MKT460.7,Mbt,MW 11:20 AM - 12:50 PM,NAC506,40
MKT460.8,SeH,MW 02:40 PM - 04:10 PM,NAC503,40
MKT460.9,SeH,MW 04:20 PM - 05:50 PM,NAC209,40
MKT465.1,ZTK,ST 09:40 AM - 11:10 AM,NAC619,40
MKT465.2,TBA,ST 02:40 PM - 04:10 PM,NAC620,40
MKT465.3,TBA,ST 04:20 PM - 05:50 PM,NAC406,40
MKT465.4,ZTK,MW 02:40 PM - 04:10 PM,NAC209,40
MKT470.1,MTdI,ST 04:20 PM - 05:50 PM,NAC619A,40
MKT470.2,Tmr,MW 02:40 PM - 04:10 PM,NAC619A,40
MKT470.3,Dsr,MW 02:40 PM - 04:10 PM,NAC620,40
MKT470.4,MTdI,MW 04:20 PM - 05:50 PM,NAC619A,40
MKT470.5,SMKN,RA 09:40 AM - 11:10 AM,NAC503,40
MKT470.6,SMKN,RA 01:00 PM - 02:30 PM,NAC619,40
MKT470.7,MNE,RA 02:40 PM - 04:10 PM,NAC506,40
MKT470.8,MNE,RA 04:20 PM - 05:50 PM,NAC414,40
MKT475.1,ARK1,RA 01:00 PM - 02:30 PM,NAC503,40
MKT621.1,MHHS,T 07:00 PM - 10:10 PM,NAC990,40
MKT621.2,MNE,F 07:00 PM - 10:10 PM,NAC512,40
MKT623.1,TBA,M 07:00 PM - 10:10 PM,NAC619A,40
MKT624.1,TBA,R 07:00 PM - 10:10 PM,NAC511,40
MKT624.2,BkR,A 07:00 PM - 10:10 PM,NAC619,40
MKT627.1,DSr,W 07:00 PM - 10:10 PM,NAC507,40
MKT628.1,KNM1,S 07:00 PM - 10:10 PM,NAC601,40
MKT629.1,AMM3,A 07:00 PM - 10:10 PM,NAC510,40
MKT633.1,MNAR,A 07:00 PM - 10:10 PM,NAC506,40
MKT634.1,BkR,R 07:00 PM - 10:10 PM,NAC502,40
MKT636.1,MTDI,S 07:00 PM - 10:10 PM,NAC513,40
PAD201.1,SRUA,ST 02:40 PM - 04:10 PM,NAC602,40
PAD201.2,SuA2,RA 11:20 AM - 12:50 PM,NAC304,40
PAD201.3,KfI,RA 01:00 PM - 02:30 PM,NAC303,40
PAD201.5,Sakif,RA 06:00 PM - 07:30 PM,NAC304,40
PBH101.1,SBAH,ST 08:00 AM - 09:30 AM,SAC202,40
PBH101.2,SBAH,ST 09:40 AM - 11:10 AM,SAC202,40
PBH101.3,SoM,ST 11:20 AM - 12:50 PM,SAC202,40
PBH101.4,ZZS,ST 01:00 PM - 02:30 PM,SAC202,40
PBH101.5,SbS,ST 02:40 PM - 04:10 PM,SAC202,40
PBH101.6,HtN,ST 04:20 PM - 05:50 PM,SAC201,40
PBH101.7,ZZS,ST 06:00 PM - 07:30 PM,SAC202,40
PBH101.8,ZZS,ST 08:00 AM - 09:30 AM,NAC509,40
PBH101.9,NUM,ST 11:20 AM - 12:50 PM,SAC801A,40
PBH101.10,SYK,MW 08:00 AM - 09:30 AM,SAC202,40
PBH101.11,SYK,MW 09:40 AM - 11:10 AM,SAC202,40
PBH101.12,BCh,MW 11:20 AM - 12:50 PM,SAC202,0
PBH101.13,SYK,MW 01:00 PM - 02:30 PM,SAC202,40
PBH101.14,BCh,MW 02:40 PM - 04:10 PM,SAC202,40
PBH101.15,MZIm,MW 04:20 PM - 05:50 PM,SAC202,40
PBH101.16,MZIM,MW 06:00 PM - 07:30 PM,SAC202,0
PBH101.17,SoM,MW 08:00 AM - 09:30 AM,NAC509,40
PBH101.18,SoM,MW 11:20 AM - 12:50 PM,SAC801A,40
PBH101.19,NUM,RA 08:00 AM - 09:30 AM,NAC509,40
PBH101.20,NUM,RA 09:40 AM - 11:10 AM,NAC509,40
PBH101.21,SNL,RA 01:00 PM - 02:30 PM,NAC507,40
PBH101.22,SbS,RA 01:00 PM - 02:30 PM,SAC202,40
PBH101.23,SbS,RA 02:40 PM - 04:10 PM,SAC202,40
PBH101.24,SNL,RA 04:20 PM - 05:50 PM,SAC202,40
PBH101.25,SNL,RA 06:00 PM - 07:30 PM,SAC202,40
PBH101.26,SKMF,RA 08:00 AM - 09:30 AM,SAC202,40
PBH101.27,SKMF,RA 09:40 AM - 11:10 AM,SAC202,40
PBH101.28,SbS,ST 04:20 PM - 05:50 PM,SAC202,40
PBH101.29,MIMD,MW 04:20 PM - 05:50 PM,SAC201,40
PBH101.30,MIMD,MW 06:00 PM - 07:30 PM,SAC201,40
PBH101L.1,SoM,S 09:40 AM - 11:10 AM,SAC411,19
PBH101L.2,SYK,S 11:20 AM - 12:50 PM,SAC411,19
PBH101L.3,NUM,S 01:00 PM - 02:30 PM,SAC411,19
PBH101L.4,SYK,S 02:40 PM - 04:10 PM,SAC411,19
PBH101L.5,SoM,S 04:20 PM - 05:50 PM,SAC411,19
PBH101L.6,NUM,M 09:40 AM - 11:10 AM,SAC411,19
PBH101L.7,MIMD,M 11:20 AM - 12:50 PM,SAC411,19
PBH101L.8,MIMD,M 01:00 PM - 02:30 PM,SAC411,19
PBH101L.9,SNL,M 02:40 PM - 04:10 PM,SAC411,20
PBH101L.10,SNL,M 04:20 PM - 05:50 PM,SAC411,19
PBH101L.11,SoM,T 09:40 AM - 11:10 AM,SAC411,19
PBH101L.12,SYK,T 11:20 AM - 12:50 PM,SAC411,19
PBH101L.13,NUM,T 01:00 PM - 02:30 PM,SAC411,19
PBH101L.14,SYK,T 02:40 PM - 04:10 PM,SAC411,19
PBH101L.15,SNL,T 04:20 PM - 05:50 PM,SAC411,19
PBH101L.16,ZZS,W 09:40 AM - 11:10 AM,SAC411,19
PBH101L.17,MIMD,W 11:20 AM - 12:50 PM,SAC411,19
PBH101L.18,MIMD,W 01:00 PM - 02:30 PM,SAC411,19
PBH101L.19,ZZS,W 02:40 PM - 04:10 PM,SAC411,19
PBH101L.20,ZZS,W 04:20 PM - 05:50 PM,SAC411,19
PBH101L.21,SoM,R 09:40 AM - 11:10 AM,SAC411,19
PBH101L.22,ZZS,R 01:00 PM - 02:30 PM,SAC411,19
PBH101L.23,NUM,R 02:40 PM - 04:10 PM,SAC411,19
PBH101L.24,SYK,R 04:20 PM - 05:50 PM,SAC411,19
PBH101L.27,SoM,S 09:40 AM - 11:10 AM,SAC411_V,19
PBH101L.28,SYK,S 11:20 AM - 12:50 PM,SAC411_V,19
PBH101L.29,NUM,S 01:00 PM - 02:30 PM,SAC411_V,19
PBH101L.30,SYK,S 02:40 PM - 04:10 PM,SAC411_V,19
PBH101L.31,SoM,S 04:20 PM - 05:50 PM,SAC411_V,19
PBH101L.32,NUM,S 06:00 PM - 07:30 PM,SAC411_V,20
PBH101L.33,NUM,M 09:40 AM - 11:10 AM,SAC411_V,19
PBH101L.34,MIMD,M 11:20 AM - 12:50 PM,SAC411_V,19
PBH101L.35,MIMD,M 01:00 PM - 02:30 PM,SAC411_V,19
PBH101L.36,SNL,M 02:40 PM - 04:10 PM,SAC411_V,19
PBH101L.37,SNL,M 04:20 PM - 05:50 PM,SAC411_V,19
PBH101L.38,SoM,T 09:40 AM - 11:10 AM,SAC411_V,19
PBH101L.39,SYK,T 11:20 AM - 12:50 PM,SAC411_V,19
PBH101L.40,NUM,T 01:00 PM - 02:30 PM,SAC411_V,19
PBH101L.41,SYK,T 02:40 PM - 04:10 PM,SAC411_V,19
PBH101L.42,SNL,T 04:20 PM - 05:50 PM,SAC411_V,19
PBH101L.43,ZZS,W 09:40 AM - 11:10 AM,SAC411_V,19
PBH101L.44,MIMD,W 11:20 AM - 12:50 PM,SAC411_V,19
PBH101L.45,MIMD,W 01:00 PM - 02:30 PM,SAC411_V,19
PBH101L.46,SoM,W 02:40 PM - 04:10 PM,SAC411_V,19
PBH101L.47,SNL,W 04:20 PM - 05:50 PM,SAC411_V,19
PBH101L.48,SNL,W 06:00 PM - 07:30 PM,SAC411_V,20
PBH101L.49,SoM,R 09:40 AM - 11:10 AM,SAC411_V,20
PBH101L.50,ZZS,R 01:00 PM - 02:30 PM,SAC411_V,20
PBH101L.51,MIMD,R 02:40 PM - 04:10 PM,SAC411_V,20
PBH101L.52,NUM,S 06:00 PM - 07:30 PM,SAC411,20
PBH101L.53,SNL,W 06:00 PM - 07:30 PM,SAC411,20
PBH602.1,SMSR,F 03:00 PM - 06:00 PM,SAC307,20
PBH602.2,DHH,F 03:00 PM - 06:00 PM,SAC407,20
PBH602.4,DKM,F 03:00 PM - 06:00 PM,SAC405,20
PBH602.6,AzB,F 03:00 PM - 06:00 PM,SAC404,20
PBH602.7,HtN,F 03:00 PM - 06:00 PM,SAC304,20
PBH602.9,MZIm,F 10:35 AM - 01:20 PM,SAC309,20
PBH605.1,HtN,TBA,TBA,25
PBH605.2,MZIm,TBA,TBA,25
PBH605.3,SBAH,TBA,TBA,25
PBH609.1,MZIm,F 07:30 AM - 10:30 AM,SAC401,40
PBH611.1,DKM,S 06:00 PM - 09:10 PM,SAC403,40
PBH611.2,Hmn,F 07:30 AM - 10:30 AM,SAC407,40
PBH611.3,DKM,F 10:35 AM - 01:20 PM,SAC402,40
PBH611.4,TBA,F 07:30 AM - 10:30 AM,SAC310,0
PBH631.1,KqZ,T 06:00 PM - 09:10 PM,SAC403,40
PBH631.2,MTj,F 03:00 PM - 06:00 PM,SAC406,40
PBH631.3,MnZ,F 06:10 PM - 09:00 PM,SAC405,40
PBH631.4,TBA,F 03:00 PM - 06:00 PM,SAC309,0
PBH642.1,SMSR,M 06:00 PM - 09:10 PM,SAC403,40
PBH642.2,MMHK,F 07:30 AM - 10:30 AM,SAC406,40
PBH642.3,MMHK,F 10:35 AM - 01:20 PM,SAC406,40
PBH642.4,TBA,F 10:35 AM - 01:20 PM,SAC207,0
PBH644.1,SBAH,F 10:35 AM - 01:20 PM,SAC311,40
PBH653.1,TBA,F 10:35 AM - 01:20 PM,SAC404,40
PBH663.1,BCh,W 06:00 PM - 09:10 PM,SAC403,40
PBH663.2,SBAH,F 03:00 PM - 06:00 PM,SAC403,40
PBH663.3,SBAH,F 06:10 PM - 09:00 PM,SAC403,40
PBH663.4,TBA,F 06:10 PM - 09:00 PM,SAC304,0
PBH671.1,FHH,F 07:30 AM - 10:30 AM,SAC402,40
PBH672.1,SjZ,F 10:35 AM - 01:20 PM,SAC401,40
PBH678.1,MZIm,F 06:10 PM - 09:00 PM,SAC407,40
PBH681.1,BCh,F 10:35 AM - 01:20 PM,SAC310,40
PBH701.1,HtN,T 06:00 PM - 09:10 PM,SAC402,40
PBH701.2,HtN,F 10:35 AM - 01:20 PM,SAC405,40
PBH701.3,MZIm,F 03:00 PM - 06:00 PM,SAC311,40
PBH704.1,ZqAA,F 07:30 AM - 10:30 AM,SAC404,40
PBH706.1,NaA,F 03:00 PM - 06:00 PM,SAC401,40
PBH711.4,IsR,W 06:00 PM - 09:10 PM,LIB608,40
PBH711.5,AZB,F 10:35 AM - 01:20 PM,LIB608,40
PBH711.6,TBA,F 10:35 AM - 01:20 PM,LIB607,0
PBH711.7,MLM,F 07:30 AM - 10:30 AM,LIB608,40
PBH712.1,SMSR,R 06:00 PM - 09:00 PM,SAC403,40
PBH712.2,AzB,F 07:30 AM - 10:30 AM,SAC405,40
PBH712.3,SMSR,F 10:35 AM - 01:20 PM,SAC403,40
PBH713.1,BCh,F 03:00 PM - 06:00 PM,SAC310,40
PBH714.3,MIMd,F 03:00 PM - 06:00 PM,LIB608,40
PBH714.4,ZZS,F 06:10 PM - 09:00 PM,LIB608,40
PBH742.2,DHH,F 10:35 AM - 01:20 PM,SAC407,40
PBH742.3,MTI,F 03:00 PM - 06:00 PM,SAC402,40
PBH742.4,DHH,T 06:00 PM - 09:10 PM,SAC407,40
PBH745.1,SMSR,F 06:10 PM - 09:00 PM,SAC406,40
PBH761.1,SMSR,F 07:30 AM - 10:30 AM,SAC403,40
PBH771.1,BCh,F 06:10 PM - 09:00 PM,SAC402,40
PBH781.1,TBA,F 07:30 AM - 10:30 AM,SAC311,40
PBH782.1,TBA,F 06:10 PM - 09:00 PM,SAC401,40
PBH805.1,SMSR,TBA,TBA,20
PBH805.2,DHH,TBA,TBA,20
PBH805.4,DKM,TBA,TBA,20
PBH805.6,AzB,TBA,TBA,20
PBH805.7,HtN,TBA,TBA,20
PBH805.9,MZIm,TBA,TBA,20
PBH806.1,SMSR,TBA,TBA,30
PBH806.2,DHH,TBA,TBA,30
PBH806.4,DKM,TBA,TBA,30
PBH806.6,AzB,TBA,TBA,30
PBH806.7,HtN,TBA,TBA,30
PBH806.9,MZIm,TBA,TBA,30
PBH842.1,HtN,S 06:00 PM - 09:10 PM,SAC402,40
PBH842.2,sr,F 03:00 PM - 06:00 PM,SAC308,40
PBH842.3,HtN,F 06:10 PM - 09:00 PM,SAC404,40
PHI101.1,Mtn4,RA 09:40 AM - 11:10 AM,NAC407,40
PHI101.2,Mtn4,RA 11:20 AM - 12:50 PM,NAC407,40
PHI101.3,Mtn4,RA 02:40 PM - 04:10 PM,NAC407,40
PHI101.4,JSU,RA 08:00 AM - 09:30 AM,NAC1078,40
PHI101.5,JSU,RA 09:40 AM - 11:10 AM,NAC1078,40
PHI101.6,JSU,RA 01:00 PM - 02:30 PM,NAC1078,40
PHI101.7,MnT,MW 04:20 PM - 05:50 PM,NAC619,40
PHI104.1,LfR,RA 09:40 AM - 11:10 AM,NAC215,40
PHI104.2,LfR,RA 11:20 AM - 12:50 PM,NAC215,40
PHI104.3,LfR,RA 02:40 PM - 04:10 PM,NAC1078,40
PHI104.4,MmEe,RA 02:40 PM - 04:10 PM,NAC406,40
PHI104.5,MmEe,RA 04:20 PM - 05:50 PM,NAC406,40
PHI104.6,KIS,RA 08:00 AM - 09:30 AM,NAC406,40
PHI104.7,KIS,RA 09:40 AM - 11:10 AM,NAC406,40
PHI104.8,KIS,RA 01:00 PM - 02:30 PM,NAC406,40
PHI104.9,SYN,MW 08:00 AM - 09:30 AM,NAC619,40
PHI401.1,MnT,RA 01:00 PM - 02:30 PM,NAC601,40
PHI401.2,MnT,RA 04:20 PM - 05:50 PM,NAC601,40
PHI401.3,Ezk,ST 11:20 AM - 12:50 PM,NAC215,40
PHI401.4,Ezk,ST 01:00 PM - 02:30 PM,NAC215,40
PHI401.5,SYN,MW 02:40 PM - 04:10 PM,NAC1080,40
PHI401.6,SYN,MW 04:20 PM - 05:50 PM,NAC1080,40
PHI401.7,BHj,MW 11:20 AM - 12:50 PM,NAC619,40
PHI401.8,BHj,MW 02:40 PM - 04:10 PM,NAC619,40
PHI401.9,KTRS,MW 11:20 AM - 12:50 PM,NAC621,40
PHI401.10,KTRS,MW 02:40 PM - 04:10 PM,NAC621,40
PHI401.11,Rdn,ST 11:20 AM - 12:50 PM,NAC619,40
PHI401.12,Rdn,ST 02:40 PM - 04:10 PM,NAC1080,40
PHI401.14,AJA,ST 04:20 PM - 05:50 PM,NAC407,40
PHY107.1,RUH,ST 08:00 AM - 09:30 AM,SAC211,40
PHY107.2,ZBM,MW 02:40 PM - 04:10 PM,SAC211,40
PHY107.3,ZBM,MW 04:20 PM - 05:50 PM,SAC211,40
PHY107.4,HrR,MW 08:00 AM - 09:30 AM,NAC207,40
PHY107.5,HrR,MW 09:40 AM - 11:10 AM,NAC207,40
PHY107.6,AuZ,ST 09:40 AM - 11:10 AM,NAC409,40
PHY107.7,AUZ,ST 02:40 PM - 04:10 PM,SAC203,40
PHY107.8,SCG,MW 11:20 AM - 12:50 PM,SAC315,40
PHY107.9,SCG,MW 02:40 PM - 04:10 PM,SAC315,40
PHY107.10,SLU,ST 11:20 AM - 12:50 PM,SAC208,40
PHY107.11,SLU,ST 01:00 PM - 02:30 PM,SAC208,40
PHY107.12,RRI,ST 01:00 PM - 02:30 PM,SAC211,40
PHY107.13,RRI,MW 01:00 PM - 02:30 PM,NAC208,40
PHY107.14,RRI,MW 02:40 PM - 04:10 PM,NAC208,40
PHY107.15,SLU,MW 11:20 AM - 12:50 PM,NAC507,40
PHY107.16,AK,RA 09:40 AM - 11:10 AM,SAC315,40
PHY107.17,MdRA,RA 08:00 AM - 09:30 AM,NAC208,40
PHY107.18,MdRA,RA 09:40 AM - 11:10 AM,NAC208,40
PHY107.19,Mdt,RA 11:20 AM - 12:50 PM,SAC211,40
PHY107.20,GMBn,RA 08:00 AM - 09:30 AM,NAC409,40
PHY107.21,GMBn,RA 04:20 PM - 05:50 PM,NAC505,40
PHY107L.1,RUH,T 11:20 AM - 02:30 PM,SAC509,28
PHY107L.2,RUH,W 02:40 PM - 05:50 PM,SAC510,28
PHY107L.3,SLU,S 02:40 PM - 05:50 PM,SAC509,28
PHY107L.4,SLU,M 02:40 PM - 05:50 PM,SAC509,28
PHY107L.5,SLU,T 02:40 PM - 05:50 PM,SAC509,28
PHY107L.6,ZBM,S 11:20 AM - 02:30 PM,SAC510,28
PHY107L.7,ZBM,M 11:20 AM - 02:30 PM,SAC509,28
PHY107L.8,ZBM,T 11:20 AM - 02:30 PM,SAC510,28
PHY107L.9,RRI,M 11:20 AM - 02:30 PM,SAC510,28
PHY107L.10,RRI,T 02:40 PM - 05:50 PM,SAC510,28
PHY107L.11,RRI,W 11:20 AM - 02:30 PM,SAC509,28
PHY107L.12,GMBn,R 02:40 PM - 05:50 PM,SAC510,28
PHY107L.13,GMBn,A 02:40 PM - 05:50 PM,SAC509,28
PHY107L.14,GMBn,A 11:20 AM - 02:30 PM,SAC509,28
PHY107L.15,AK,A 11:20 AM - 02:30 PM,SAC510,28
PHY107L.16,JER,R 02:40 PM - 05:50 PM,SAC509,28
PHY107L.17,RKs,A 02:40 PM - 05:50 PM,SAC510,28
PHY108.1,ZUM,ST 01:00 PM - 02:30 PM,SAC315,40
PHY108.2,ZUM,ST 04:20 PM - 05:50 PM,NAC409,40
PHY108.3,ZUM,MW 01:00 PM - 02:30 PM,SAC315,40
PHY108.4,SLU,MW 01:00 PM - 02:30 PM,SAC211,40
PHY108.5,RUH,MW 09:40 AM - 11:10 AM,NAC409,40
PHY108.6,RUH,MW 11:20 AM - 12:50 PM,NAC409,40
PHY108.7,SCG,ST 11:20 AM - 12:50 PM,SAC315,40
PHY108.8,SCG,ST 02:40 PM - 04:10 PM,SAC315,40
PHY108.9,AUZ,MW 09:40 AM - 11:10 AM,NAC507,40
PHY108.10,HrR,ST 08:00 AM - 09:30 AM,NAC208,40
